graph,step,temperature,beta,gamma,loss,mean_expected_cut,max_expected_cut,step_best_raw_cut,global_best_raw_cut_so_far,mean_entropy,mean_driver_energy,mean_free_energy,mean_R,mean_abs_rx,mean_abs_rz,frac_polarized,frac_ambiguous,run_group,partition,graph_type
G1,1,1.159999966621399,0.8620690107345581,1.0,-10239.193359375,9588.0,9588.0,9749.0,9749.0,554.4776611328125,-7.999600887298584,-10239.193359375,0.009999999776482582,0.009999500587582588,7.987488061189651e-05,0.0,1.0,small_1_3,1,random
G1,50,1.1315672397613525,0.8837300539016724,0.9754877686500549,-10228.330078125,9588.0,9588.0,9959.0,9959.0,554.406982421875,-12.98189926147461,-10228.330078125,0.016635140404105186,0.016635136678814888,5.755284746555844e-06,0.0,1.0,small_1_3,1,random
G1,100,1.102554202079773,0.9069848656654358,0.9504752159118652,-10222.48828125,9588.0,9588.0,10030.0,10061.0,554.1348876953125,-23.52363395690918,-10222.48828125,0.030936675146222115,0.030936675146222115,7.410976081700937e-07,0.0,1.0,small_1_3,1,random
G1,150,1.0735411643981934,0.9314966797828674,0.9254627227783203,-10229.658203125,9588.0,9588.0,9084.0,10147.0,552.822509765625,-48.18080139160156,-10229.658203125,0.06507663428783417,0.06507663428783417,2.05820360861253e-05,0.0,1.0,small_1_3,1,random
G1,200,1.0445282459259033,0.9573699831962585,0.9004502296447754,-10264.6484375,9588.0,9588.0,6573.0,10147.0,545.7216796875,-106.62663269042969,-10264.6484375,0.14801856875419617,0.1480184942483902,0.00012744565901812166,0.0,1.0,small_1_3,1,random
G1,250,1.0155152082443237,0.984721839427948,0.8754377365112305,-10358.822265625,9649.6982421875,9663.4521484375,11549.0,11549.0,514.5579833984375,-186.5829620361328,-10358.822265625,0.3133876621723175,0.2664138078689575,0.1546553522348404,0.0,0.07822265475988388,small_1_3,1,random
G1,300,0.9865021705627441,1.01368248462677,0.8504252433776855,-10854.484375,10328.3525390625,10355.0732421875,11587.0,11587.0,389.3169860839844,-142.0695037841797,-10854.484375,0.616491436958313,0.20882125198841095,0.5605828166007996,0.0,0.006582031026482582,small_1_3,1,random
G1,350,0.9574891924858093,1.0443981885910034,0.8254126906394958,-11269.0693359375,10891.9736328125,10926.708984375,11592.0,11592.0,248.11740112304688,-139.52577209472656,-11269.0693359375,0.8096882700920105,0.21129699051380157,0.7636855840682983,0.0,0.0029785155784338713,small_1_3,1,random
G1,400,0.9284762144088745,1.077033519744873,0.8004001975059509,-11430.859375,11135.82421875,11170.24609375,11594.0,11594.0,172.8657989501953,-134.53390502929688,-11430.859375,0.8845922946929932,0.21010412275791168,0.8424070477485657,0.0,0.001787109300494194,small_1_3,1,random
G1,450,0.8994631767272949,1.111774206161499,0.775387704372406,-11498.5712890625,11251.12890625,11293.67578125,11605.0,11605.0,132.7828826904297,-128.00845336914062,-11498.5712890625,0.9183179140090942,0.2063620388507843,0.8788159489631653,0.0015722656389698386,0.0017968749161809683,small_1_3,1,random
G1,500,0.8704501390457153,1.1488308906555176,0.7503751516342163,-11532.314453125,11317.015625,11361.2373046875,11605.0,11605.0,108.35350036621094,-120.98240661621094,-11532.314453125,0.9368370771408081,0.20153653621673584,0.89971923828125,0.25102537870407104,0.0015722656389698386,small_1_3,1,random
G1,550,0.8414371609687805,1.1884428262710571,0.7253626585006714,-11550.9501953125,11359.6982421875,11403.9345703125,11606.0,11606.0,91.88848114013672,-113.93355560302734,-11550.9501953125,0.9484221935272217,0.1963389366865158,0.9134089350700378,0.4800195097923279,0.0012499999720603228,small_1_3,1,random
G1,600,0.8124241828918457,1.230884075164795,0.7003501653671265,-11561.93359375,11390.0673828125,11434.00390625,11607.0,11607.0,79.93264770507812,-106.92700958251953,-11561.93359375,0.9563897252082825,0.19084563851356506,0.9233216643333435,0.6019921898841858,0.001054687425494194,small_1_3,1,random
G1,650,0.7834111452102661,1.2764689922332764,0.6753376722335815,-11568.4853515625,11412.9560546875,11457.681640625,11608.0,11608.0,70.80039978027344,-100.06283569335938,-11568.4853515625,0.9622140526771545,0.18520888686180115,0.9309889674186707,0.6759862899780273,0.0011035156203433871,small_1_3,1,random
G1,700,0.7543981075286865,1.3255600929260254,0.6503251791000366,-11572.38671875,11431.107421875,11476.0908203125,11609.0,11609.0,63.531219482421875,-93.35157012939453,-11572.38671875,0.9666968584060669,0.1794324815273285,0.9372338652610779,0.7253612875938416,0.001259765587747097,small_1_3,1,random
G1,750,0.7253851294517517,1.3785780668258667,0.6253126859664917,-11574.5205078125,11445.9375,11490.998046875,11609.0,11609.0,57.56789779663086,-86.8235855102539,-11574.5205078125,0.9702723622322083,0.17356033623218536,0.9425413012504578,0.762939453125,0.0011132812360301614,small_1_3,1,random
G1,800,0.6963721513748169,1.4360138177871704,0.600300133228302,-11575.4736328125,11458.349609375,11503.44140625,11609.0,11609.0,52.576904296875,-80.51068115234375,-11575.4736328125,0.9731894731521606,0.16764673590660095,0.9470847249031067,0.7901464700698853,0.0011132812360301614,small_1_3,1,random
